investor_id,average_gap_days,total_sips,total_investment,status
INV004558,291.0,2,8335,At Risk
INV004560,48.38,9,83591,At Risk
INV004561,186.5,3,11520,At Risk
INV004562,83.8,6,22466,At Risk
INV004563,64.83,7,31702,At Risk
INV004565,233.5,3,9779,At Risk
INV004566,84.0,3,59916,At Risk
INV004567,114.5,5,46703,At Risk
INV004568,78.67,4,92117,At Risk
INV004573,69.67,4,19779,At Risk
INV004574,54.57,8,74831,At Risk
INV004575,126.0,2,4747,At Risk
INV004576,63.0,6,20595,At Risk
INV004578,40.67,4,31502,At Risk
INV004579,43.86,8,26842,At Risk
INV004581,72.14,8,22116,At Risk
INV004582,140.33,4,12666,At Risk
INV004583,380.0,2,13468,At Risk
INV004584,73.67,4,21588,At Risk
INV004585,82.0,4,10534,At Risk
INV004589,71.4,6,114379,At Risk
INV004591,13.0,2,4538,Regular
INV004592,77.0,5,128274,At Risk
INV004593,107.25,5,81028,At Risk
INV004594,59.14,8,84370,At Risk
INV004595,65.0,5,56420,At Risk
INV004598,84.2,6,57630,At Risk
INV004600,211.5,3,11565,At Risk
INV004602,59.62,9,105254,At Risk
INV004604,69.75,5,36401,At Risk
INV004606,84.0,4,67532,At Risk
INV004607,56.0,8,50699,At Risk
INV004608,55.0,8,54558,At Risk
INV004609,136.33,4,23107,At Risk
INV004611,51.17,7,141572,At Risk
INV004614,79.6,6,64197,At Risk
INV004615,383.0,2,1579,At Risk
INV004616,78.75,5,117695,At Risk
INV004617,39.25,9,110799,At Risk
INV004619,45.67,4,86328,At Risk
INV004620,196.0,2,3860,At Risk
INV004621,54.25,9,102050,At Risk
INV004622,235.5,3,22443,At Risk
INV004623,86.5,3,77801,At Risk
INV004625,96.4,6,78521,At Risk
INV004626,180.5,3,21371,At Risk
INV004627,96.5,5,32900,At Risk
INV004629,64.57,8,146298,At Risk
INV004630,50.62,9,110756,At Risk
INV004631,64.71,8,69846,At Risk
INV004632,110.0,4,25311,At Risk
INV004633,78.17,7,67555,At Risk
INV004634,95.33,4,38522,At Risk
INV004635,58.67,7,85919,At Risk
INV004636,75.6,6,130293,At Risk
INV004637,197.0,3,67734,At Risk
INV004638,54.33,7,62637,At Risk
INV004639,30.0,3,15017,Regular
INV004640,68.33,7,41628,At Risk
INV004641,67.8,6,64235,At Risk
INV004642,54.8,6,80404,At Risk
INV004643,50.6,6,119017,At Risk
INV004644,8.0,2,29174,Regular
INV004645,297.0,2,18180,At Risk
INV004646,64.5,7,73768,At Risk
INV004647,70.67,7,39400,At Risk
INV004648,79.33,4,66952,At Risk
INV004650,80.8,6,52840,At Risk
INV004651,38.75,5,27945,At Risk
INV004652,19.0,2,12279,Regular
INV004653,169.5,3,74238,At Risk
INV004654,104.5,5,91970,At Risk
INV004655,120.67,4,48917,At Risk
INV004656,233.5,3,13728,At Risk
INV004659,65.67,4,17961,At Risk
INV004660,151.5,3,7549,At Risk
INV004661,69.71,8,73293,At Risk
INV004664,188.5,3,42923,At Risk
INV004665,83.4,6,28833,At Risk
INV004667,106.0,2,2180,At Risk
INV004668,221.0,2,13430,At Risk
INV004669,24.67,4,39309,Regular
INV004672,72.0,7,96541,At Risk
INV004673,87.67,4,88603,At Risk
INV004674,5.0,2,14953,Regular
INV004676,255.0,2,24610,At Risk
INV004677,113.67,4,86757,At Risk
INV004678,121.0,4,17492,At Risk
INV004679,110.0,5,129804,At Risk
INV004680,47.17,7,22796,At Risk
INV004681,7.0,2,9874,Regular
INV004682,42.25,9,189171,At Risk
INV004683,253.0,2,33711,At Risk
INV004684,201.0,3,47338,At Risk
INV004687,103.33,4,11184,At Risk
INV004688,77.6,6,25122,At Risk
INV004689,129.0,3,21188,At Risk
INV004692,83.6,6,68610,At Risk
INV004693,59.0,5,25293,At Risk
INV004694,109.75,5,44924,At Risk
INV004695,118.0,5,39951,At Risk
INV004696,12.0,4,51328,Regular
INV004698,202.0,3,34245,At Risk
INV004699,110.67,4,53666,At Risk
INV004700,116.5,3,29874,At Risk
INV004701,20.0,7,40757,Regular
INV004702,105.0,3,66422,At Risk
INV004703,228.0,2,5827,At Risk
INV004704,93.8,6,86091,At Risk
INV004709,72.67,4,20584,At Risk
INV004711,81.0,5,19437,At Risk
INV004712,48.57,8,119402,At Risk
INV004715,56.83,7,95968,At Risk
INV004716,74.0,7,67590,At Risk
INV004717,89.0,2,2718,At Risk
INV004718,146.0,2,25664,At Risk
INV004719,48.25,5,42334,At Risk
INV004720,100.0,4,30168,At Risk
INV004721,379.0,2,10958,At Risk
INV004722,200.0,3,6651,At Risk
INV004723,198.0,2,13215,At Risk
INV004724,49.0,3,11900,At Risk
INV004725,121.0,3,18338,At Risk
INV004727,203.0,2,11936,At Risk
INV004728,28.0,2,3649,Regular
INV004730,191.0,2,6876,At Risk
INV004731,75.5,3,63349,At Risk
INV004733,78.25,5,59210,At Risk
INV004734,86.33,4,76030,At Risk
INV004735,88.0,3,30803,At Risk
INV004736,75.0,3,33054,At Risk
INV004737,54.56,10,96021,At Risk
INV004738,93.2,6,47110,At Risk
INV004739,110.25,5,112205,At Risk
INV004740,138.0,3,7782,At Risk
INV004741,72.33,7,75811,At Risk
INV004742,118.0,3,24926,At Risk
INV004744,104.0,3,75272,At Risk
INV004745,279.0,2,2796,At Risk
INV004747,116.0,5,58552,At Risk
INV004748,69.25,5,47689,At Risk
INV004749,80.0,2,5970,At Risk
INV004750,202.5,3,10022,At Risk
INV004751,136.5,3,41599,At Risk
INV004752,45.0,5,26676,At Risk
INV004753,61.4,6,55874,At Risk
INV004754,87.5,5,21417,At Risk
INV004755,61.17,7,46605,At Risk
INV004756,95.5,5,66167,At Risk
INV004758,186.5,3,8847,At Risk
INV004759,183.0,3,9642,At Risk
INV004760,126.0,2,3308,At Risk
INV004761,71.4,6,42001,At Risk
INV004763,83.5,7,49983,At Risk
INV004764,83.0,6,35426,At Risk
INV004765,40.0,2,10820,At Risk
INV004767,115.5,3,19763,At Risk
INV004769,100.75,5,19288,At Risk
INV004770,72.86,8,133901,At Risk
INV004771,113.5,5,40891,At Risk
INV004772,177.0,2,23666,At Risk
INV004774,107.5,3,73256,At Risk
INV004775,239.5,3,31651,At Risk
INV004776,57.38,9,81198,At Risk
INV004780,69.5,7,69763,At Risk
INV004781,94.0,3,43469,At Risk
INV004784,104.33,4,18687,At Risk
INV004785,66.17,7,54819,At Risk
INV004786,119.25,5,20561,At Risk
INV004787,72.33,7,59162,At Risk
INV004788,99.0,2,20095,At Risk
INV004790,94.0,4,16484,At Risk
INV004791,231.5,3,82222,At Risk
INV004792,193.0,2,49736,At Risk
INV004794,58.0,2,61521,At Risk
INV004795,13.0,2,3219,Regular
INV004796,14.67,4,12345,Regular
INV004797,69.0,4,58482,At Risk
INV004798,53.67,7,63589,At Risk
INV004799,123.0,2,8337,At Risk
INV004801,203.5,3,9221,At Risk
INV004802,90.0,5,82010,At Risk
INV004803,138.67,4,30996,At Risk
INV004804,79.2,6,105080,At Risk
INV004805,44.67,7,90625,At Risk
INV004806,93.0,2,18923,At Risk
INV004807,36.86,8,33686,At Risk
INV004808,104.5,3,60432,At Risk
INV004811,57.5,5,67056,At Risk
INV004812,38.0,2,18983,At Risk
INV004813,62.0,6,82203,At Risk
INV004814,99.33,4,22756,At Risk
INV004815,199.0,3,52927,At Risk
INV004816,191.0,2,25877,At Risk
INV004817,119.0,5,79597,At Risk
INV004818,69.33,4,27587,At Risk
INV004819,62.0,7,16931,At Risk
INV004820,118.0,2,42324,At Risk
INV004821,75.67,4,29051,At Risk
INV004822,93.75,5,18322,At Risk
INV004823,103.5,5,39911,At Risk
INV004825,70.0,7,49187,At Risk
INV004826,113.33,4,13930,At Risk
INV004827,179.0,2,18333,At Risk
INV004828,19.0,4,70341,Regular
INV004829,71.75,5,76891,At Risk
INV004830,61.0,3,66599,At Risk
INV004831,293.0,2,14420,At Risk
INV004832,352.0,2,101248,At Risk
INV004833,65.4,6,58795,At Risk
INV004834,38.62,9,172198,At Risk
INV004835,92.25,5,32347,At Risk
INV004836,131.0,4,55742,At Risk
INV004837,110.25,5,74453,At Risk
INV004840,41.0,7,22257,At Risk
INV004841,157.33,4,14366,At Risk
INV004843,50.86,8,74856,At Risk
INV004844,66.67,7,25433,At Risk
INV004845,81.8,6,90582,At Risk
INV004846,119.0,4,75065,At Risk
INV004847,73.5,7,51384,At Risk
INV004848,54.12,9,116418,At Risk
INV004849,106.0,4,60719,At Risk
INV004850,103.25,5,150491,At Risk
INV004851,200.0,2,2464,At Risk
INV004852,211.5,3,9933,At Risk
INV004853,101.33,4,37681,At Risk
INV004854,120.0,5,34504,At Risk
INV004855,49.67,4,18972,At Risk
INV004856,81.0,4,28904,At Risk
INV004857,205.0,2,16955,At Risk
INV004858,100.5,5,95946,At Risk
INV004860,78.4,6,42106,At Risk
INV004861,261.0,2,1501,At Risk
INV004862,273.0,2,13573,At Risk
INV004863,68.0,7,35988,At Risk
INV004864,43.29,8,85458,At Risk
INV004865,76.33,7,103440,At Risk
INV004866,110.67,4,23106,At Risk
INV004867,134.0,4,17336,At Risk
INV004868,56.0,8,125207,At Risk
INV004869,71.0,2,9015,At Risk
INV004870,102.0,2,6031,At Risk
INV004871,69.14,8,163615,At Risk
INV004872,233.0,2,2865,At Risk
INV004874,191.5,3,14066,At Risk
INV004875,87.25,5,67725,At Risk
INV004876,102.5,5,36422,At Risk
INV004877,80.5,7,74162,At Risk
INV004880,72.75,5,60161,At Risk
INV004881,199.5,3,21919,At Risk
INV004882,139.0,2,51183,At Risk
INV004883,58.0,3,21233,At Risk
INV004884,124.0,3,8024,At Risk
INV004885,77.33,4,30477,At Risk
INV004886,134.0,2,54135,At Risk
INV004888,63.0,4,20867,At Risk
INV004889,70.67,7,65286,At Risk
INV004890,177.5,3,16888,At Risk
INV004891,55.86,8,122650,At Risk
INV004892,136.0,4,16938,At Risk
INV004893,16.0,2,10107,Regular
INV004894,74.33,4,54617,At Risk
INV004895,90.5,3,14525,At Risk
INV004896,79.4,6,125806,At Risk
INV004899,70.0,5,53214,At Risk
INV004900,71.67,4,47820,At Risk
INV004901,54.6,6,148100,At Risk
INV004903,107.75,5,17174,At Risk
INV004904,74.0,3,65663,At Risk
INV004907,39.33,4,16169,At Risk
INV004908,93.0,5,42113,At Risk
INV004910,88.75,5,33526,At Risk
INV004911,63.67,7,86745,At Risk
INV004912,137.33,4,30971,At Risk
INV004913,87.0,6,93099,At Risk
INV004914,129.33,4,24009,At Risk
INV004915,55.0,5,52015,At Risk
INV004916,75.5,7,93354,At Risk
INV004917,51.0,7,108261,At Risk
INV004918,88.5,5,35405,At Risk
INV004919,117.5,3,35080,At Risk
INV004920,69.5,5,17285,At Risk
INV004922,214.5,3,20919,At Risk
INV004923,73.0,3,29801,At Risk
INV004924,59.75,9,166708,At Risk
INV004925,70.83,7,51377,At Risk
INV004926,66.29,8,93001,At Risk
INV004927,34.17,7,95667,Regular
INV004929,150.67,4,95827,At Risk
INV004930,41.0,2,1349,At Risk
INV004931,213.0,2,2155,At Risk
INV004932,134.67,4,19899,At Risk
INV004933,53.0,3,50501,At Risk
INV004934,56.5,5,18778,At Risk
INV004935,152.0,2,9444,At Risk
INV004938,87.5,5,107826,At Risk
INV004939,87.0,5,80724,At Risk
INV004942,42.67,4,58529,At Risk
INV004943,132.33,4,82519,At Risk
INV004944,162.5,3,7374,At Risk
INV004945,115.5,5,63148,At Risk
INV004947,45.0,6,52036,At Risk
INV004948,105.33,4,34809,At Risk
INV004949,23.0,3,3614,Regular
INV004950,106.25,5,83064,At Risk
INV004951,115.67,4,39129,At Risk
INV004952,258.0,2,17873,At Risk
INV004953,67.17,7,50981,At Risk
INV004954,184.0,2,13959,At Risk
INV004955,115.0,3,9136,At Risk
INV004956,59.14,8,51297,At Risk
INV004957,53.0,3,33278,At Risk
INV004958,73.17,7,146343,At Risk
INV004959,68.6,6,32047,At Risk
INV004960,68.5,3,13118,At Risk
INV004961,233.0,3,18109,At Risk
INV004962,77.5,5,45023,At Risk
INV004963,109.75,5,21017,At Risk
INV004964,143.5,3,26925,At Risk
INV004967,63.2,6,35869,At Risk
INV004968,36.75,5,24988,At Risk
INV004969,80.25,5,77999,At Risk
INV004970,61.5,5,41923,At Risk
INV004971,245.0,2,6164,At Risk
INV004972,171.5,3,22056,At Risk
INV004973,55.0,9,90235,At Risk
INV004974,52.43,8,87162,At Risk
INV004977,295.0,2,18387,At Risk
INV004978,63.83,7,88463,At Risk
INV004979,123.5,3,57390,At Risk
INV004980,139.0,3,61224,At Risk
INV004981,49.14,8,53117,At Risk
INV004982,123.33,4,20213,At Risk
INV004983,57.67,7,172616,At Risk
INV004984,75.33,7,94301,At Risk
INV004985,139.33,4,71075,At Risk
INV004986,81.33,7,68422,At Risk
INV004987,101.0,4,52783,At Risk
INV004988,443.0,2,27084,At Risk
INV004989,100.0,5,64258,At Risk
INV004990,80.67,4,22919,At Risk
INV004992,81.5,7,71260,At Risk
INV004993,188.0,2,3479,At Risk
INV004994,67.0,4,64515,At Risk
INV004995,75.33,4,20428,At Risk
INV004996,46.33,10,84912,At Risk
INV004997,71.0,7,128346,At Risk
INV004998,112.0,3,41272,At Risk
INV004999,108.0,2,36172,At Risk
